item,itemLabel,startDate,endDate,sourceDate,psid
Q5704061,Ariel Lausarot,1999-03-01,2000-02-15,,Q5704061-54400880-B1EC-4D35-85BF-E16B16CE91FE
Q6166483,Washington Abdala,2000-02-15,2001-03-01,,Q6166483-32562B15-1459-4C30-B39E-9022789F17C3
Q9001524,Gustavo Penadés,2001-03-01,2002-03-01,,Q9001524-7427B013-E17D-4E6F-9CC0-36784B99AAA2
Q6441250,Guillermo Álvarez Iriarte,2002-03-01,2003-03-01,,Q6441250-3E33BC1A-26A8-4AA7-95A7-45B4DA957B2F
Q5934773,Jorge Chapper,2003-03-01,2004-03-01,,Q5934773-770597FE-CB19-4A61-A386-9CBD90239911
Q9013534,José Amorín Batlle,2004-03-01,2005-02-15,,Q9013534-D1CDAA35-C079-4899-80CE-4372FC1F013B
Q2887070,Nora Castro,2005-02-15,2006-03-01,,Q2887070-DB8D6370-C7E0-4EF6-A7F2-8211EBADC532
Q30064096,Julio Cardozo Ferreira,2006-03-01,2007-03-01,2022-07-16,Q30064096-E4A94993-A0A4-4903-88C5-F89799A02BA3
Q1344096,Enrique Pintado,2007-03-01,2008-03-01,,Q1344096-0B8BF8BB-8C7A-49E9-99D8-1428ECCF30CD
Q5688201,Alberto Perdomo,2008-03-01,2009-03-01,,Q5688201-9731C4E9-460B-47C1-A643-D261791A3E12
Q5638582,Roque Arregui,2009-03-01,2010-02-15,,Q5638582-7E98833A-0791-4BFB-AD09-3E8F730CA9FF
Q5923354,Ivonne Passada,2010-02-15,2011-03-01,,Q5923354-E8962950-50E2-4B85-A807-25996F7AB130
Q6800406,Luis Alberto Lacalle Pou,2011-03-01,2012-03-01,2022-07-16,Q6800406-F6B8797E-D89F-414F-B313-2975B4B8ABC9
Q6278415,Jorge Orrico,2012-03-01,2013-03-01,,Q6278415-D3EDF33E-3A0E-42D7-BFC0-27E07DDE798E
Q5878631,Germán Cardoso,2013-03-01,2014-03-01,,Q5878631-6F548E27-21C2-45DA-9F40-574734B28F6D
Q5676975,Aníbal Pereyra,2014-03-01,2015-02-15,2022-07-16,Q5676975-62954DE7-1387-4859-BF11-53DFB55CA378
Q5665525,Alejandro Sánchez,2015-02-15,2016-03-01,2022-07-16,Q5665525-5624F285-5E20-4E96-9C60-8F7E143BB303
Q5878192,Gerardo Amarilla,2016-03-01,2017-03-01,,Q5878192-3AD8B152-EF05-4918-9000-EF0C22442F96
Q5938798,José Carlos Mahía,2017-03-01,2018-03-01,,Q5938798-17E0FDE5-9C1C-48B2-A1A9-23CDFA72360C
Q5935143,Jorge Gandini,2018-03-01,2019-03-01,,Q5935143-ECADB20E-6197-453C-994B-25857A75C306
Q20994775,Cecilia Bottino,2019-03-01,2020-02-15,,Q20994775-A3393DE5-9837-4D08-BAE4-D1C54A391E41
Q41777347,Martín Lema,2020-02-15,2021-03-01,,Q41777347-1FA39942-87D2-4115-80E6-9CCD7F83930A
Q106512605,Luis Alfredo Fratti,2021-03-01,2022-03-01,2022-07-16,Q106512605-de3c9ab5-4fea-d510-1928-97d8f1fda4b2
Q3824716,Ope Pasquet,2022-03-01,,,Q3824716-E79C29F5-7736-4DE5-8A66-B86D9F860056
